Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1021263,2012-10-20,2013-10-20,9,6,
1021264,2011-02-17,2012-02-18,19,5,
1021265,2012-12-06,2013-12-06,5,5,
1021266,2013-08-15,2014-08-15,20,3,
1021267,2012-03-13,2013-03-13,19,5,
1021268,2011-12-17,2012-06-18,3,1,
1021269,2013-06-30,2014-06-30,4,1,
1021270,2012-03-12,2012-09-12,10,7,
1021271,2011-11-07,2012-05-07,7,1,
1021272,2012-03-26,2012-09-25,6,5,
1021273,2011-09-05,2012-03-07,18,6,
1021274,2010-10-06,2011-04-07,1,6,
1021275,2012-10-15,2013-04-16,9,4,
1021276,2012-06-19,2012-12-18,17,4,
1021277,2011-08-30,2012-08-30,9,4,
1021278,2013-01-11,2013-07-14,6,7,
1021279,2013-02-20,2014-02-20,19,1,
1021280,2013-08-01,2014-08-01,19,6,
1021281,2011-10-05,2012-10-05,15,6,
1021282,2013-05-13,2014-05-13,11,4,
1021283,2012-04-13,2012-10-12,6,3,
1021284,2014-02-17,2015-02-17,18,2,
1021285,2011-07-01,2012-07-01,9,2,
1021286,2013-01-05,2014-01-05,4,2,
1021287,2013-09-13,2014-09-13,13,5,2014-04-02
1021288,2012-11-16,2013-05-17,16,3,
1021289,2010-12-13,2011-06-12,2,1,
1021290,2013-04-05,2013-10-04,11,1,
1021291,2011-01-23,2012-01-23,1,2,
1021292,2013-07-13,2014-01-13,13,3,
1021293,2012-02-13,2013-02-13,8,4,
1021294,2014-02-01,2015-02-01,13,4,
1021295,2012-03-09,2012-09-08,9,3,
1021296,2012-09-22,2013-03-23,19,6,2013-03-20
1021297,2011-10-30,2012-04-29,16,3,2012-02-08
1021298,2011-07-29,2012-01-28,15,4,
1021299,2013-08-22,2014-02-20,16,3,2013-12-27
1021300,2011-12-07,2012-06-08,1,1,
1021301,2011-08-07,2012-02-06,9,6,
1021302,2012-04-09,2013-04-09,9,1,
1021303,2013-04-20,2013-10-18,3,3,
1021304,2012-12-12,2013-06-13,7,1,
1021305,2013-07-27,2014-01-24,5,7,
1021306,2012-02-28,2012-08-28,19,7,
1021307,2011-06-10,2011-12-10,15,4,2011-12-04
1021308,2013-05-30,2013-11-28,13,7,
1021309,2013-09-21,2014-03-22,2,1,
1021310,2011-11-19,2012-11-19,13,3,
1021311,2012-12-25,2013-12-25,10,6,
1021312,2013-02-17,2013-08-20,20,5,
1021313,2011-10-28,2012-04-27,6,6,
1021314,2012-09-13,2013-03-16,2,1,
1021315,2012-12-06,2013-06-05,19,5,
1021316,2013-09-20,2014-03-23,17,1,
1021317,2013-01-17,2013-07-17,11,6,2013-05-04
1021318,2011-11-25,2012-11-25,4,3,
1021319,2011-04-03,2011-10-01,14,5,
1021320,2011-06-28,2011-12-29,19,6,2011-11-04
1021321,2011-10-21,2012-04-22,19,3,
1021322,2012-09-18,2013-03-19,20,4,
1021323,2011-01-18,2011-07-20,17,3,
1021324,2012-08-11,2013-08-11,8,1,
1021325,2011-09-13,2012-09-13,2,5,
1021326,2013-09-03,2014-03-06,10,3,
1021327,2012-02-20,2013-02-20,5,1,
1021328,2013-02-27,2014-02-27,4,2,
1021329,2013-04-28,2014-04-28,12,6,
1021330,2011-07-28,2012-07-28,20,1,
1021331,2013-04-16,2014-04-16,11,7,
1021332,2011-08-04,2012-02-04,2,7,
1021333,2011-04-27,2011-10-27,18,4,2011-07-21
1021334,2013-09-27,2014-03-27,17,2,
1021335,2012-08-13,2013-08-13,6,1,
1021336,2014-01-14,2015-01-14,8,3,
1021337,2012-10-05,2013-04-06,16,2,
1021338,2012-05-12,2013-05-12,17,4,
1021339,2011-11-22,2012-05-24,12,2,
1021340,2013-05-15,2014-05-15,10,1,
1021341,2010-12-04,2011-12-04,11,5,
1021342,2011-05-07,2012-05-07,12,5,
1021343,2012-11-11,2013-05-14,3,7,
1021344,2013-07-21,2014-01-18,16,3,
1021345,2013-06-12,2013-12-10,8,5,
1021346,2014-05-17,2014-11-15,12,2,
1021347,2012-06-01,2012-12-01,14,4,
1021348,2012-04-03,2013-04-03,15,2,2013-03-23
1021349,2012-06-22,2013-06-22,10,6,
1021350,2011-09-19,2012-03-21,14,5,2012-01-03
1021351,2012-08-07,2013-08-07,12,5,
1021352,2013-05-29,2014-05-29,17,2,
1021353,2013-02-05,2013-08-05,17,1,
1021354,2012-01-24,2012-07-26,19,7,
1021355,2012-12-09,2013-06-08,16,2,
1021356,2012-09-19,2013-03-20,19,3,
1021357,2013-01-09,2014-01-09,11,6,
1021358,2012-03-09,2013-03-10,16,5,
1021359,2012-03-18,2013-03-18,11,7,
1021360,2011-10-17,2012-10-17,19,7,
1021361,2012-01-04,2013-01-04,15,6,
1021362,2013-03-19,2014-03-19,18,7,
1021363,2012-03-26,2013-03-27,2,1,
1021364,2013-10-10,2014-04-10,17,7,
1021365,2011-05-27,2012-05-27,9,3,
1021366,2011-03-12,2011-09-11,16,4,
1021367,2010-07-28,2011-07-28,14,4,
1021368,2013-02-20,2013-08-20,7,5,
1021369,2012-04-22,2013-04-22,19,4,
1021370,2013-04-23,2014-04-23,16,4,
1021371,2012-02-02,2013-02-02,3,7,
1021372,2013-02-02,2014-02-02,7,7,
1021373,2012-09-23,2013-09-23,6,5,
1021374,2012-10-07,2013-04-06,19,2,
1021375,2012-06-30,2012-12-31,10,1,
1021376,2013-07-28,2014-07-28,10,7,
1021377,2011-07-15,2012-01-15,6,7,
1021378,2012-02-19,2012-08-21,8,1,
1021379,2011-11-27,2012-11-27,19,1,2012-06-21
1021380,2011-03-28,2012-03-28,9,2,
1021381,2011-07-19,2012-07-18,1,7,
1021382,2011-06-07,2011-12-08,6,1,
1021383,2013-01-26,2014-01-26,18,7,
1021384,2013-04-13,2013-10-14,10,2,
1021385,2012-09-20,2013-03-21,20,6,
1021386,2013-03-27,2013-09-27,7,3,
1021387,2011-08-31,2012-08-31,2,1,
1021388,2013-05-08,2014-05-08,4,5,
1021389,2013-04-03,2014-04-03,15,4,2014-02-04
1021390,2012-03-29,2012-09-29,6,4,
1021391,2013-04-11,2013-10-12,20,6,2013-09-26
1021392,2011-12-06,2012-12-05,12,2,
1021393,2013-09-05,2014-09-05,4,2,
1021394,2013-08-20,2014-08-20,6,1,
1021395,2013-08-10,2014-08-10,9,5,
1021396,2012-01-26,2013-01-25,3,3,2012-12-21
1021397,2012-09-05,2013-09-05,10,6,2013-06-26
1021398,2012-07-02,2013-07-02,9,3,
1021399,2011-04-28,2012-04-28,13,6,
1021400,2011-08-31,2012-03-01,7,3,
1021401,2011-08-06,2012-02-06,16,6,
1021402,2011-10-07,2012-10-07,5,3,
1021403,2014-03-23,2014-09-21,8,4,
1021404,2011-06-04,2011-12-03,14,2,
1021405,2011-08-08,2012-08-08,3,3,
1021406,2012-01-28,2013-01-27,11,3,2012-10-28
1021407,2012-11-14,2013-05-14,6,4,
1021408,2011-05-18,2012-05-18,19,2,
1021409,2012-07-07,2013-07-07,8,6,
1021410,2013-05-24,2014-05-24,16,2,
1021411,2011-10-20,2012-04-19,2,4,
1021412,2013-09-07,2014-09-07,10,1,
1021413,2011-04-04,2012-04-04,14,5,
1021414,2011-06-23,2012-06-23,19,3,
1021415,2012-08-10,2013-08-10,8,4,
1021416,2012-09-03,2013-09-03,19,3,
1021417,2010-12-28,2011-06-29,6,1,
1021418,2011-07-26,2012-07-26,18,3,2012-02-07
1021419,2011-06-21,2011-12-19,6,2,
1021420,2012-12-20,2013-06-22,1,4,
1021421,2013-10-14,2014-04-13,8,2,
1021422,2011-10-14,2012-04-15,2,2,2012-02-05
1021423,2012-02-23,2012-08-25,4,6,
1021424,2012-05-06,2013-05-06,18,7,
1021425,2012-12-25,2013-06-27,2,7,
1021426,2012-10-15,2013-10-15,17,4,
1021427,2013-03-17,2013-09-17,9,4,
1021428,2013-03-05,2014-03-05,14,4,
1021429,2013-01-08,2014-01-08,9,6,
1021430,2010-10-08,2011-04-07,18,3,
1021431,2012-08-31,2013-08-31,20,5,
1021432,2013-09-18,2014-03-18,10,4,2014-01-21
1021433,2013-04-10,2014-04-10,20,4,
1021434,2012-07-16,2013-01-15,14,6,
1021435,2011-09-28,2012-03-30,3,4,
1021436,2013-07-18,2014-07-18,11,4,
1021437,2012-07-26,2013-07-26,2,3,
1021438,2010-11-06,2011-05-06,10,5,
1021439,2011-12-06,2012-06-06,9,5,
1021440,2012-03-29,2012-09-27,16,3,
1021441,2012-03-01,2012-08-30,8,4,
1021442,2010-10-28,2011-04-30,19,7,2010-11-25
1021443,2011-06-25,2011-12-25,9,7,
1021444,2011-10-16,2012-04-16,9,7,
1021445,2011-12-25,2012-12-25,12,3,
1021446,2013-01-02,2014-01-02,11,3,
1021447,2011-11-12,2012-11-12,3,6,
1021448,2011-09-09,2012-09-09,4,3,
1021449,2011-12-11,2012-12-10,15,6,
1021450,2012-07-20,2013-01-17,12,6,
1021451,2013-06-02,2014-06-02,14,4,
1021452,2012-07-21,2013-01-18,12,6,2012-12-02
1021453,2013-05-14,2014-05-14,17,5,
1021454,2011-01-05,2012-01-05,14,1,
1021455,2012-06-03,2012-12-02,14,4,
1021456,2011-12-01,2012-11-30,3,7,
1021457,2013-11-26,2014-05-27,8,1,
1021458,2012-06-25,2013-06-25,7,5,
1021459,2012-02-19,2012-08-19,20,5,
1021460,2013-04-23,2014-04-23,15,7,
1021461,2011-04-18,2012-04-18,6,2,
1021462,2011-08-28,2012-08-28,10,5,
1021463,2013-07-09,2014-07-09,7,3,
1021464,2010-10-24,2011-04-25,3,3,
1021465,2011-01-28,2012-01-29,17,1,
1021466,2014-02-23,2014-08-24,4,6,
1021467,2012-12-21,2013-06-22,19,5,
1021468,2013-05-21,2014-05-21,13,6,
1021469,2012-04-10,2012-10-09,3,3,
1021470,2011-02-01,2011-08-04,8,1,
1021471,2011-12-31,2012-07-02,7,5,
1021472,2013-01-13,2014-01-13,18,3,
1021473,2012-11-14,2013-05-14,4,4,
1021474,2013-04-18,2014-04-18,16,5,
1021475,2013-09-11,2014-03-14,11,6,
1021476,2011-07-20,2012-07-20,14,5,
1021477,2011-04-16,2011-10-14,7,4,
1021478,2013-06-06,2013-12-04,20,4,
1021479,2011-06-17,2012-06-17,8,2,
1021480,2013-05-07,2014-05-07,13,3,
1021481,2012-08-27,2013-08-27,3,1,
1021482,2011-05-07,2011-11-07,10,3,
1021483,2013-09-09,2014-03-11,8,7,
1021484,2013-12-16,2014-06-16,11,7,
1021485,2012-06-04,2013-06-04,10,7,
1021486,2011-06-23,2011-12-21,14,2,
1021487,2011-07-11,2012-07-11,19,2,
1021488,2011-07-10,2012-07-10,19,2,
1021489,2011-10-03,2012-10-03,16,2,
1021490,2013-08-09,2014-02-08,3,7,
1021491,2012-07-20,2013-01-19,5,5,
1021492,2012-06-20,2012-12-19,3,5,
1021493,2011-12-06,2012-06-06,20,3,2012-05-26
1021494,2011-10-02,2012-10-02,18,2,
1021495,2012-06-15,2012-12-13,5,2,2012-12-01
1021496,2011-12-12,2012-06-13,11,2,
1021497,2014-01-17,2014-07-18,16,4,
1021498,2011-12-27,2012-12-27,3,1,
1021499,2011-07-31,2012-07-31,15,7,
1021500,2010-11-06,2011-05-08,18,3,
1021501,2013-11-21,2014-05-24,18,6,2014-03-19
1021502,2012-03-21,2012-09-21,10,4,
1021503,2011-11-04,2012-05-05,3,7,
1021504,2012-10-06,2013-04-08,19,3,
1021505,2011-10-07,2012-04-07,13,1,2011-12-21
1021506,2012-09-04,2013-03-04,7,7,2013-02-09
1021507,2011-09-24,2012-09-24,3,2,
1021508,2012-06-16,2013-06-16,9,7,
1021509,2012-02-18,2013-02-18,19,5,
1021510,2012-03-12,2012-09-12,1,7,
1021511,2013-09-24,2014-09-24,8,1,
1021512,2012-12-23,2013-06-22,2,7,
1021513,2011-07-03,2012-07-03,5,3,
1021514,2013-07-21,2014-01-21,3,3,
1021515,2012-03-30,2012-09-28,16,6,
1021516,2012-06-11,2013-06-11,11,2,
1021517,2013-04-10,2013-10-09,4,4,2013-10-03
1021518,2013-06-17,2013-12-18,6,1,
1021519,2013-04-14,2013-10-12,8,1,2013-09-21
1021520,2013-09-25,2014-03-27,2,3,
1021521,2012-05-27,2013-05-27,3,2,
1021522,2012-02-05,2013-02-05,3,2,
1021523,2013-09-17,2014-09-17,12,4,
1021524,2011-03-25,2012-03-24,15,1,
1021525,2013-01-19,2013-07-19,6,1,
1021526,2012-11-20,2013-05-23,19,1,
1021527,2011-05-06,2012-05-05,14,1,
1021528,2013-08-14,2014-08-14,15,6,
1021529,2013-11-24,2014-05-25,12,7,
1021530,2011-11-16,2012-05-18,18,1,
1021531,2012-11-24,2013-11-24,16,2,
1021532,2012-04-22,2012-10-23,17,5,2012-09-26
1021533,2011-10-03,2012-10-03,15,4,
1021534,2011-02-14,2012-02-15,16,4,
1021535,2013-03-25,2013-09-25,5,5,
1021536,2012-01-25,2013-01-25,2,7,
1021537,2013-03-22,2014-03-22,7,3,
1021538,2013-10-11,2014-04-11,18,7,
1021539,2011-05-23,2011-11-21,14,2,2011-09-01
1021540,2013-02-07,2014-02-07,20,7,
1021541,2013-08-14,2014-08-14,20,4,
1021542,2013-02-23,2014-02-23,14,1,
1021543,2010-12-23,2011-06-22,13,3,
1021544,2013-05-15,2013-11-15,12,3,
1021545,2011-07-25,2012-01-24,8,1,
1021546,2011-08-19,2012-02-18,1,3,
1021547,2013-08-24,2014-02-23,20,7,
1021548,2011-12-22,2012-12-22,6,3,
1021549,2012-07-14,2013-01-11,4,7,2012-10-13
1021550,2013-04-01,2014-04-01,20,1,
1021551,2013-05-10,2013-11-07,2,6,2013-08-11
1021552,2013-07-03,2014-01-03,14,1,
1021553,2011-10-07,2012-04-08,3,6,
1021554,2011-12-16,2012-06-17,13,3,
1021555,2013-01-25,2014-01-25,18,6,
1021556,2014-02-15,2014-08-16,12,1,
1021557,2012-03-21,2012-09-18,20,1,
1021558,2011-07-02,2012-01-01,17,2,2011-09-08
1021559,2013-08-19,2014-08-19,9,5,
1021560,2012-01-21,2012-07-21,4,5,
1021561,2012-06-01,2012-12-01,5,1,
1021562,2011-07-11,2012-07-11,20,1,
1021563,2013-02-20,2014-02-20,17,7,
1021564,2013-12-29,2014-12-29,10,3,
1021565,2013-04-25,2014-04-25,10,3,
1021566,2011-10-27,2012-04-26,13,4,
1021567,2013-05-01,2013-11-01,2,3,
1021568,2011-08-21,2012-08-21,6,4,
1021569,2012-05-24,2013-05-24,12,2,
1021570,2011-10-18,2012-04-17,13,7,
1021571,2013-06-16,2013-12-14,15,5,2013-11-18
1021572,2011-03-26,2011-09-26,14,4,2011-05-04
1021573,2013-01-07,2014-01-07,8,7,
1021574,2012-12-26,2013-12-26,8,4,
1021575,2012-09-21,2013-03-21,1,7,
1021576,2014-04-17,2015-04-17,17,1,
1021577,2011-03-22,2011-09-20,18,5,
1021578,2012-09-20,2013-03-20,7,4,
1021579,2013-09-17,2014-03-17,3,2,
1021580,2012-02-13,2012-08-14,1,1,
1021581,2014-01-15,2014-07-16,3,5,
1021582,2011-10-27,2012-10-27,10,5,
1021583,2011-12-20,2012-12-20,11,7,
1021584,2012-02-05,2013-02-04,2,3,
1021585,2012-11-12,2013-11-12,11,3,
1021586,2011-07-03,2012-01-01,16,2,
1021587,2012-07-01,2013-07-01,17,7,
1021588,2011-05-12,2012-05-12,12,4,
1021589,2012-03-17,2013-03-17,20,6,
1021590,2012-09-21,2013-09-21,15,2,
1021591,2010-10-27,2011-04-29,7,2,
1021592,2012-07-21,2013-07-22,3,4,
1021593,2012-06-30,2013-06-30,18,1,
1021594,2012-07-14,2013-01-13,7,6,
1021595,2013-11-15,2014-05-16,16,7,
1021596,2012-08-20,2013-08-20,11,2,
1021597,2013-04-23,2014-04-23,6,6,
1021598,2012-09-01,2013-09-01,19,1,
1021599,2011-07-21,2012-01-18,1,6,
1021600,2012-08-22,2013-02-20,15,6,
1021601,2011-08-30,2012-02-29,4,5,
1021602,2013-07-22,2014-07-22,13,5,
1021603,2012-04-22,2012-10-21,14,2,
1021604,2013-09-13,2014-09-13,20,6,
1021605,2013-08-05,2014-02-03,9,2,
1021606,2011-05-11,2011-11-11,10,6,
1021607,2011-08-28,2012-02-27,6,3,
1021608,2012-04-27,2012-10-28,1,7,
1021609,2012-08-18,2013-08-18,10,6,
1021610,2013-10-07,2014-04-09,8,7,
1021611,2011-02-07,2012-02-08,18,3,
1021612,2014-01-23,2014-07-24,19,7,2014-05-13
1021613,2010-09-29,2011-09-29,2,2,
1021614,2012-01-29,2013-01-29,18,6,
1021615,2012-06-14,2012-12-15,18,6,
1021616,2012-02-03,2012-08-05,7,2,
1021617,2012-02-04,2012-08-05,12,2,
1021618,2013-07-13,2014-07-13,8,6,
1021619,2012-09-18,2013-09-18,13,7,2013-05-21
1021620,2011-07-01,2012-01-01,20,6,
1021621,2011-12-03,2012-12-03,8,4,
1021622,2013-11-30,2014-11-30,16,4,
1021623,2011-02-26,2012-02-27,11,2,
1021624,2013-03-03,2013-09-01,20,2,
1021625,2012-02-10,2013-02-10,13,6,
1021626,2013-07-31,2014-07-31,16,7,2014-04-05
1021627,2012-08-27,2013-08-27,17,7,
1021628,2013-10-30,2014-10-30,11,2,
1021629,2012-08-09,2013-08-09,2,2,
1021630,2011-09-16,2012-03-18,6,6,
1021631,2013-06-13,2014-06-13,18,6,
1021632,2013-12-23,2014-06-22,5,5,
1021633,2011-10-23,2012-04-22,5,4,2012-04-20
1021634,2011-01-25,2011-07-27,13,7,
1021635,2013-08-24,2014-02-23,17,7,
1021636,2012-05-31,2013-05-31,13,4,
1021637,2010-11-01,2011-11-02,14,6,
1021638,2013-03-13,2014-03-13,7,5,
1021639,2010-12-26,2011-06-27,20,3,
1021640,2011-03-21,2012-03-21,19,2,
1021641,2011-06-09,2011-12-07,9,3,
1021642,2010-11-22,2011-05-25,5,7,
1021643,2011-11-17,2012-11-17,7,3,
1021644,2012-05-02,2012-11-02,14,7,
1021645,2014-01-14,2014-07-15,14,2,
1021646,2013-05-20,2014-05-20,11,6,
1021647,2012-02-27,2013-02-26,1,5,
1021648,2011-05-12,2011-11-09,6,6,2011-09-05
1021649,2013-11-03,2014-05-04,1,7,
1021650,2012-05-16,2013-05-16,14,5,
1021651,2012-04-20,2013-04-20,5,3,
1021652,2011-01-09,2011-07-12,9,6,2011-04-27
1021653,2013-06-20,2013-12-18,6,7,
1021654,2013-09-07,2014-09-07,18,5,
1021655,2013-06-20,2013-12-21,14,6,
1021656,2013-12-12,2014-12-12,13,3,
1021657,2010-10-05,2011-04-06,18,6,
1021658,2011-01-30,2012-01-31,14,6,
1021659,2011-09-12,2012-09-12,8,1,
1021660,2012-04-10,2013-04-10,9,1,
1021661,2013-06-24,2014-06-24,9,2,
1021662,2010-12-08,2011-12-09,4,2,
1021663,2012-12-27,2013-12-27,7,6,
1021664,2013-09-01,2014-03-02,7,5,
1021665,2013-07-17,2014-01-14,4,5,
1021666,2011-11-23,2012-05-25,16,4,
1021667,2014-02-01,2014-08-02,7,5,
1021668,2012-04-10,2012-10-11,10,2,
1021669,2010-12-07,2011-06-06,2,3,2011-04-24
1021670,2012-10-23,2013-04-24,3,4,
1021671,2012-04-06,2012-10-06,2,7,
1021672,2013-05-01,2014-05-01,11,6,
1021673,2011-12-10,2012-12-10,13,4,
1021674,2013-05-08,2013-11-08,6,1,
1021675,2011-02-27,2012-02-28,15,4,
1021676,2011-05-25,2011-11-23,4,4,2011-08-30
1021677,2013-10-26,2014-04-28,9,5,
1021678,2011-02-10,2011-08-12,2,3,2011-03-25
1021679,2012-05-06,2012-11-06,9,6,
1021680,2011-11-11,2012-11-11,8,4,
1021681,2012-04-14,2013-04-15,2,2,
1021682,2012-11-19,2013-11-19,13,3,
1021683,2011-06-30,2012-06-30,14,1,
1021684,2013-07-04,2014-07-04,1,2,
1021685,2011-12-15,2012-06-14,20,4,
1021686,2012-07-17,2013-01-16,12,4,
1021687,2011-06-01,2011-11-29,19,6,
1021688,2014-05-01,2014-10-30,12,4,
1021689,2013-07-08,2014-01-08,10,6,
1021690,2013-05-09,2014-05-09,8,3,
1021691,2011-12-21,2012-12-21,19,3,
1021692,2013-09-28,2014-09-28,1,3,
1021693,2011-07-27,2012-07-27,6,2,
1021694,2012-05-09,2012-11-06,10,3,
1021695,2011-05-24,2012-05-24,13,3,
1021696,2013-08-15,2014-08-15,2,1,
1021697,2013-12-22,2014-06-24,6,3,
1021698,2012-06-21,2013-06-21,17,6,
1021699,2013-02-02,2014-02-02,12,7,
1021700,2013-04-29,2014-04-29,12,7,
1021701,2012-12-30,2013-12-30,1,5,
1021702,2011-01-20,2012-01-21,3,1,
1021703,2013-10-10,2014-04-10,19,4,
1021704,2012-01-07,2012-07-07,19,6,
1021705,2011-07-06,2012-01-04,13,7,
1021706,2011-10-31,2012-10-31,6,4,
1021707,2012-04-06,2012-10-07,11,1,
1021708,2011-01-16,2011-07-16,18,3,
1021709,2011-10-03,2012-04-03,11,1,2012-01-20
1021710,2012-11-30,2013-11-30,4,1,
1021711,2012-03-22,2012-09-21,2,4,
1021712,2012-01-15,2013-01-15,8,4,
1021713,2012-05-07,2012-11-07,10,5,
1021714,2011-12-06,2012-12-06,20,4,
1021715,2014-03-16,2014-09-14,11,1,
1021716,2013-02-03,2013-08-03,10,6,
1021717,2014-03-14,2015-03-14,4,5,
1021718,2012-06-12,2012-12-10,11,2,2012-11-08
1021719,2013-02-19,2014-02-19,19,1,
1021720,2013-11-01,2014-05-04,17,1,
1021721,2011-11-03,2012-11-03,18,5,
1021722,2012-03-12,2013-03-13,8,4,
1021723,2012-08-29,2013-03-01,1,5,
1021724,2013-01-31,2013-07-31,7,6,
1021725,2013-03-18,2013-09-16,8,6,
1021726,2011-12-26,2012-12-26,11,1,
1021727,2011-04-23,2011-10-24,17,2,
1021728,2010-09-04,2011-03-04,3,5,
1021729,2013-02-11,2013-08-14,13,5,
1021730,2012-01-30,2012-08-01,3,5,
1021731,2012-11-26,2013-11-26,13,6,2013-08-10
1021732,2011-04-26,2012-04-26,3,2,
1021733,2011-01-27,2012-01-28,7,5,
1021734,2013-11-07,2014-11-07,16,7,
1021735,2011-02-19,2011-08-22,8,4,2011-08-21
1021736,2013-05-30,2013-11-30,2,1,
1021737,2011-09-03,2012-03-05,8,1,
1021738,2012-11-12,2013-05-12,16,2,2013-03-16
1021739,2013-06-27,2014-06-27,6,5,
1021740,2012-05-06,2013-05-06,4,5,
1021741,2011-10-23,2012-10-23,15,1,
1021742,2013-04-25,2014-04-25,8,6,
1021743,2012-12-02,2013-06-02,5,1,
1021744,2011-06-04,2012-06-04,1,6,
1021745,2011-02-01,2012-02-01,9,1,
1021746,2014-02-23,2014-08-24,18,2,
1021747,2011-10-23,2012-10-22,18,5,
1021748,2013-03-15,2013-09-13,14,3,
1021749,2010-10-09,2011-04-11,12,5,
1021750,2011-04-14,2011-10-12,14,3,
1021751,2010-11-23,2011-05-25,15,7,
1021752,2013-01-14,2013-07-14,15,1,
1021753,2012-05-28,2012-11-26,8,4,
1021754,2013-08-30,2014-02-28,12,2,
1021755,2013-04-11,2013-10-12,6,6,
1021756,2012-04-08,2012-10-09,2,4,
1021757,2012-08-07,2013-08-07,19,2,
1021758,2011-08-19,2012-02-19,5,2,2011-11-20
1021759,2011-05-26,2012-05-26,3,6,
1021760,2010-10-28,2011-10-29,13,4,
1021761,2011-11-04,2012-11-03,9,5,
1021762,2013-12-31,2014-12-31,9,2,
1021763,2011-10-12,2012-10-12,17,2,
1021764,2014-03-12,2015-03-12,20,4,
1021765,2013-10-05,2014-10-05,19,4,
1021766,2014-02-11,2015-02-11,2,6,
1021767,2013-06-21,2013-12-22,10,7,
1021768,2011-03-23,2011-09-23,2,4,
1021769,2011-11-09,2012-11-09,13,3,
1021770,2011-08-18,2012-08-18,1,7,
1021771,2012-05-21,2013-05-22,5,3,
1021772,2014-01-03,2014-07-03,2,5,
1021773,2010-10-31,2011-05-02,18,4,2010-11-13
1021774,2013-07-24,2014-01-24,6,1,
1021775,2013-04-23,2014-04-23,5,1,
1021776,2013-08-03,2014-01-31,20,3,2013-12-27
1021777,2013-05-04,2013-11-04,2,7,2013-08-23
1021778,2011-04-30,2011-10-30,2,4,2011-06-14
1021779,2013-11-21,2014-11-21,15,5,
1021780,2012-02-27,2012-08-27,6,3,
1021781,2012-10-16,2013-10-16,7,6,
1021782,2011-04-02,2012-04-01,9,1,
1021783,2011-06-01,2012-05-31,8,5,
1021784,2012-06-10,2013-06-10,18,4,
1021785,2013-04-29,2013-10-30,8,7,
1021786,2011-11-29,2012-11-29,17,4,
1021787,2012-08-13,2013-02-12,19,5,
1021788,2012-09-24,2013-09-24,18,1,
1021789,2013-04-10,2014-04-10,4,4,
1021790,2011-01-07,2012-01-08,15,4,
1021791,2012-03-23,2012-09-21,7,3,
1021792,2013-10-03,2014-04-03,15,5,
1021793,2011-04-25,2011-10-25,18,1,
1021794,2011-09-23,2012-03-24,3,3,
1021795,2012-09-04,2013-03-07,8,7,
1021796,2014-01-15,2015-01-15,20,4,
1021797,2012-08-05,2013-08-05,16,2,
1021798,2013-04-02,2014-04-02,5,1,
1021799,2013-09-22,2014-03-22,1,3,2014-01-21
1021800,2013-06-07,2013-12-05,16,7,
1021801,2011-12-10,2012-06-09,2,5,
1021802,2013-12-06,2014-06-05,4,2,2014-03-21
1021803,2013-12-20,2014-12-20,15,6,
1021804,2013-06-16,2014-06-16,1,4,
1021805,2013-03-10,2013-09-10,18,3,
1021806,2012-01-19,2012-07-21,16,6,
1021807,2013-02-09,2013-08-12,1,1,
1021808,2011-12-19,2012-12-19,13,5,
1021809,2010-09-15,2011-09-15,4,4,
1021810,2011-10-24,2012-10-24,9,4,
1021811,2011-08-28,2012-08-28,14,3,
1021812,2013-08-12,2014-02-09,1,7,
1021813,2011-07-25,2012-01-23,8,2,
1021814,2011-02-12,2012-02-13,8,1,
1021815,2011-04-02,2011-09-30,3,6,2011-06-08
1021816,2012-12-04,2013-06-03,11,6,
1021817,2013-07-05,2014-07-05,3,5,
1021818,2013-09-08,2014-03-10,4,5,
1021819,2011-07-09,2012-07-08,1,6,
1021820,2013-06-08,2013-12-08,9,4,
1021821,2010-10-10,2011-10-11,13,7,
1021822,2010-12-29,2011-12-29,14,1,
1021823,2014-01-18,2015-01-18,8,1,
1021824,2013-09-24,2014-03-27,3,4,
1021825,2012-10-07,2013-04-06,19,1,
1021826,2012-07-06,2013-07-06,19,7,
1021827,2011-03-01,2011-09-01,3,1,2011-07-31
1021828,2010-12-25,2011-06-24,11,1,
1021829,2012-03-29,2013-03-29,1,2,
1021830,2011-02-13,2011-08-13,3,7,
1021831,2011-10-17,2012-04-16,17,1,
1021832,2013-06-14,2013-12-13,1,7,
1021833,2013-11-04,2014-11-04,19,6,
1021834,2013-12-23,2014-06-25,1,4,
1021835,2013-02-02,2014-02-02,6,6,
1021836,2011-02-01,2012-02-02,5,5,
1021837,2012-07-26,2013-07-26,1,2,
1021838,2012-11-16,2013-11-16,2,7,
1021839,2012-07-18,2013-01-18,11,1,
1021840,2012-06-10,2012-12-10,12,7,
1021841,2011-11-11,2012-05-11,1,1,
1021842,2010-11-16,2011-05-16,18,7,
1021843,2010-10-09,2011-10-10,5,2,
1021844,2013-01-01,2014-01-01,17,3,
1021845,2012-06-09,2012-12-07,14,6,2012-11-15
1021846,2012-05-15,2013-05-15,4,6,
1021847,2013-03-28,2014-03-28,11,2,
1021848,2012-04-28,2013-04-28,1,5,2013-04-18
1021849,2012-11-02,2013-05-04,15,4,
1021850,2013-03-16,2014-03-16,3,7,
1021851,2012-08-16,2013-08-16,9,2,
1021852,2011-06-09,2011-12-09,9,6,
